id,user_id,worker_code,phone,department,position,training_percent,status,created_at,updated_at
"120238","120238","k50","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:37:00","2026-07-22 08:37:00"
"120239","120239","k64","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:37:00","2026-07-22 08:37:00"
"120240","120240","k66","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:37:00","2026-07-22 08:37:00"
"120241","120241","k68","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:37:00","2026-07-22 08:37:00"
"120242","120242","k69","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:37:00","2026-07-22 08:37:00"
"120243","120243","k71","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:37:00","2026-07-22 08:37:00"
"120244","120244","k72","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:37:00","2026-07-22 08:37:00"
"120245","120245","k74","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:37:00","2026-07-22 08:37:00"
"120246","120246","k78","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:37:00","2026-07-22 08:37:00"
"120247","120247","k80","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:37:00","2026-07-22 08:37:00"
"120248","120248","k82","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:37:00","2026-07-22 08:37:00"
"120249","120249","k84","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:37:00","2026-07-22 08:37:00"
"120250","120250","k87","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:37:00","2026-07-22 08:37:00"
"120251","120251","linh","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:37:00","2026-07-22 08:37:00"
"120252","120252","luyến kíp","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:37:00","2026-07-22 08:37:00"
"120253","120253","mà","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:37:00","2026-07-22 08:37:00"
"120254","120254","Mai kíp","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:37:00","2026-07-22 08:37:00"
"120255","120255","Nga","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:37:00","2026-07-22 08:37:00"
"120256","120256","nghệ","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:37:00","2026-07-22 08:37:00"
"120257","120257","Ngoan kíp","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:37:00","2026-07-22 08:37:00"
"120258","120258","OANH","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:37:00","2026-07-22 08:37:00"
"120259","120259","phành","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:37:00","2026-07-22 08:37:00"
"120260","120260","Quyền kíp","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:37:00","2026-07-22 08:37:00"
"120261","120261","t-551","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:37:00","2026-07-22 08:37:00"
"120262","120262","thái","","Sản xuất","Công nhân","100.00","inactive","2026-07-22 08:37:00","2026-07-22 09:20:01"
"120263","120263","Thim kíp","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:37:00","2026-07-22 08:37:00"
"120264","120264","thu","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:37:00","2026-07-22 08:37:00"
"120265","120265","tình","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:37:00","2026-07-22 08:37:00"
"120266","120266","Tình kíp","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:37:00","2026-07-22 08:37:00"
"120267","120267","v1134","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:37:00","2026-07-22 08:37:00"
"120268","120268","v1448","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:37:00","2026-07-22 08:37:00"
"120269","120269","v1572","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:37:00","2026-07-22 08:37:00"
"120270","120270","V2278","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:37:00","2026-07-22 08:37:00"
"120271","120271","v2284","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:37:00","2026-07-22 08:37:00"
"120272","120272","v2984","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:37:00","2026-07-22 08:37:00"
"120273","120273","v3046","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:37:00","2026-07-22 08:37:00"
"120274","120274","v3263","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:37:00","2026-07-22 08:37:00"
"120275","120275","v3351","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:37:00","2026-07-22 08:37:00"
"120276","120276","v3607","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:37:00","2026-07-22 08:37:00"
"120277","120277","v3622","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:37:00","2026-07-22 08:37:00"
"120278","120278","v416","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:37:00","2026-07-22 08:37:00"
"120279","120279","v4162","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:37:00","2026-07-22 08:37:00"
"120280","120280","vấn","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:37:00","2026-07-22 08:43:37"
"120281","120281","VH7-012","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:37:00","2026-07-22 08:37:00"
"120282","120282","VH7-019","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:37:00","2026-07-22 08:37:00"
"120283","120283","VH7-027","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:37:00","2026-07-22 08:37:00"
"120284","120284","VH7-028","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:37:00","2026-07-22 08:37:00"
"120285","120285","VH8-49","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:37:00","2026-07-22 08:37:00"
"120286","120286","VH8-52","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:37:00","2026-07-22 08:37:00"
"120287","120287","VH8-63","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:37:00","2026-07-22 08:37:00"
"120288","120288","VH8-70","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:37:00","2026-07-22 08:37:00"
"120289","120289","VH9-099","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:37:00","2026-07-22 08:37:00"
"120290","120290","VH9-104","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:37:00","2026-07-22 08:37:00"
"120300","120300","1446","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120309","120309","1643","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120312","120312","1700","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120313","120313","1733","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120353","120353","3292","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120366","120366","3571","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120376","120376","3743","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120380","120380","3769","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120384","120384","3844","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120400","120400","3974","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120401","120401","3985","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120412","120412","4052","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120419","120419","4097","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120438","120438","4248","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120441","120441","4278","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120445","120445","4290","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120447","120447","4296","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120449","120449","4313","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120450","120450","4323","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120451","120451","4324","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120453","120453","4327","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120454","120454","4328","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120455","120455","4332","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120457","120457","4334","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120458","120458","4340","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120459","120459","4341","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120461","120461","4368","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120466","120466","551","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120467","120467","562","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120468","120468","590","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120470","120470","613","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120471","120471","625","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120473","120473","639","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120476","120476","642","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120480","120480","647","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120481","120481","648","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120482","120482","649","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120483","120483","651","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120486","120486","657","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120487","120487","658","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120488","120488","661","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120489","120489","666","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120490","120490","668","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120491","120491","669","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120492","120492","670","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120493","120493","671","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120494","120494","672","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120495","120495","673","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120496","120496","674","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120497","120497","675","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120499","120499","681","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120500","120500","682","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120501","120501","684","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120502","120502","685","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120503","120503","686","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120505","120505","748","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120508","120508","765","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120509","120509","766","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120512","120512","hs002","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120513","120513","hs003","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120514","120514","hs008","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120515","120515","hs009","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120516","120516","hs014","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120517","120517","hs015","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120518","120518","hs017","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120519","120519","hs018","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120520","120520","hs021","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120521","120521","hs024","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120522","120522","hs026","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120523","120523","hs033","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120524","120524","hs034","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120525","120525","hs038","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120526","120526","hs046","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120527","120527","hs054","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120528","120528","hs057","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120529","120529","hs061","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120530","120530","hs062","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120531","120531","hs074","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120532","120532","hs076","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120533","120533","hs077","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120534","120534","hs079","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120535","120535","hs083","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120536","120536","hs085","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120537","120537","hs145","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120538","120538","hs151","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120539","120539","hs156","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120540","120540","K091","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120541","120541","K092","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120542","120542","P599","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120544","120544","VH7-010","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120545","120545","VH8-067","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120546","120546","VH9-124","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"120547","120547","VH9-93","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:43:37","2026-07-22 08:43:37"
"121193","121194","1369","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:55:35","2026-07-22 08:55:35"
"121199","121200","1493","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:55:35","2026-07-22 08:55:35"
"121222","121223","2461","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:55:35","2026-07-22 08:55:35"
"121231","121232","2804","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:55:35","2026-07-22 08:55:35"
"121257","121258","3305","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:55:35","2026-07-22 08:55:35"
"121295","121296","3894","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:55:35","2026-07-22 08:55:35"
"121307","121308","3973","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:55:35","2026-07-22 08:55:35"
"121312","121313","4013","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:55:35","2026-07-22 08:55:35"
"121391","121392","4361","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:55:35","2026-07-22 08:55:35"
"121392","121393","4364","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:55:35","2026-07-22 08:55:35"
"121394","121395","4370","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:55:35","2026-07-22 08:55:35"
"121395","121396","4373","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:55:35","2026-07-22 08:55:35"
"121396","121397","4374","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:55:35","2026-07-22 08:55:35"
"121435","121436","679","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:55:35","2026-07-22 08:55:35"
"121442","121443","74","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:55:35","2026-07-22 08:55:35"
"121452","121631","Ân","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:55:35","2026-07-22 08:55:35"
"121482","121534","hs006","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:55:35","2026-07-22 08:55:35"
"121509","121558","hs097","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:55:35","2026-07-22 08:55:35"
"121510","121559","hs098","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:55:35","2026-07-22 08:55:35"
"121511","121560","hs113","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:55:35","2026-07-22 08:55:35"
"121512","121561","hs115","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:55:35","2026-07-22 08:55:35"
"121513","121562","hs125","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:55:35","2026-07-22 08:55:35"
"121514","121563","hs126","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:55:35","2026-07-22 08:55:35"
"121515","121564","hs127","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:55:35","2026-07-22 08:55:35"
"121516","121565","hs129","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:55:35","2026-07-22 08:55:35"
"121517","121566","hs130","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:55:35","2026-07-22 08:55:35"
"121518","121567","hs134","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:55:35","2026-07-22 08:55:35"
"121519","121568","hs135","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:55:35","2026-07-22 08:55:35"
"121520","121569","hs137","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:55:35","2026-07-22 08:55:35"
"121521","121570","hs138","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:55:35","2026-07-22 08:55:35"
"121522","121571","hs141","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:55:35","2026-07-22 08:55:35"
"121524","121573","hs146","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:55:35","2026-07-22 08:55:35"
"121530","121462","K100","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:55:35","2026-07-22 08:55:35"
"121531","121463","K101","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:55:35","2026-07-22 08:55:35"
"121532","121464","K102","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:55:35","2026-07-22 08:55:35"
"121533","121465","K103","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:55:35","2026-07-22 08:55:35"
"121534","121577","k104","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:55:35","2026-07-22 08:55:35"
"121578","121613","tồng","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:55:35","2026-07-22 08:55:35"
"121580","121615","v1333","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:55:35","2026-07-22 08:55:35"
"121585","121619","v2564","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:55:35","2026-07-22 08:55:35"
"121592","121626","v3971","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:55:35","2026-07-22 08:55:35"
"121593","121627","v4083","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:55:35","2026-07-22 08:55:35"
"121596","121475","V748","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:55:35","2026-07-22 08:55:35"
"121597","121476","VH10-158","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:55:35","2026-07-22 08:55:35"
"121604","121483","VH8-162","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:55:35","2026-07-22 08:55:35"
"121605","121484","VH8-43","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:55:35","2026-07-22 08:55:35"
"121606","121485","VH8-44","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:55:35","2026-07-22 08:55:35"
"121607","121486","VH8-48","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:55:35","2026-07-22 08:55:35"
"121610","121489","VH8-53","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:55:35","2026-07-22 08:55:35"
"121611","121490","VH8-56","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:55:35","2026-07-22 08:55:35"
"121612","121491","VH8-58","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:55:35","2026-07-22 08:55:35"
"121615","121494","VH8-73","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:55:35","2026-07-22 08:55:35"
"121616","121495","VH8-81","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:55:35","2026-07-22 08:55:35"
"121617","121496","VH9-090","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:55:35","2026-07-22 08:55:35"
"121618","121497","VH9-091","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:55:35","2026-07-22 08:55:35"
"121620","121499","VH9-100","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:55:35","2026-07-22 08:55:35"
"121621","121500","VH9-103","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:55:35","2026-07-22 08:55:35"
"121623","121502","VH9-105","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:55:35","2026-07-22 08:55:35"
"121624","121503","VH9-107","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:55:35","2026-07-22 08:55:35"
"121625","121504","VH9-111","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:55:35","2026-07-22 08:55:35"
"121626","121505","VH9-112","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:55:35","2026-07-22 08:55:35"
"121627","121506","VH9-123","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:55:35","2026-07-22 08:55:35"
"121630","121509","VƯ","","Sản xuất","Công nhân","100.00","active","2026-07-22 08:55:35","2026-07-22 08:55:35"
"122077","122080","109","","Sản xuất","Công nhân","100.00","active","2026-07-22 09:00:25","2026-07-22 09:00:25"
"122080","122083","124","","Sản xuất","Công nhân","100.00","active","2026-07-22 09:00:25","2026-07-22 09:00:25"
"122083","122086","13","","Sản xuất","Công nhân","100.00","active","2026-07-22 09:00:25","2026-07-22 09:00:25"
"122087","122090","140","","Sản xuất","Công nhân","100.00","active","2026-07-22 09:00:25","2026-07-22 09:00:25"
"122088","122091","141","","Sản xuất","Công nhân","100.00","active","2026-07-22 09:00:25","2026-07-22 09:00:25"
"122093","122096","146","","Sản xuất","Công nhân","100.00","active","2026-07-22 09:00:25","2026-07-22 09:00:25"
"122096","122099","152","","Sản xuất","Công nhân","100.00","active","2026-07-22 09:00:25","2026-07-22 09:00:25"
"122097","122100","153","","Sản xuất","Công nhân","100.00","active","2026-07-22 09:00:25","2026-07-22 09:00:25"
"122102","122105","159","","Sản xuất","Công nhân","100.00","active","2026-07-22 09:00:25","2026-07-22 09:00:25"
"122116","122119","2010","","Sản xuất","Công nhân","100.00","active","2026-07-22 09:00:25","2026-07-22 09:00:25"
"122117","122120","2030","","Sản xuất","Công nhân","100.00","active","2026-07-22 09:00:25","2026-07-22 09:00:25"
"122118","122121","2210","","Sản xuất","Công nhân","100.00","active","2026-07-22 09:00:25","2026-07-22 09:00:25"
"122125","122128","2488","","Sản xuất","Công nhân","100.00","active","2026-07-22 09:00:25","2026-07-22 09:00:25"
"122126","122129","25","","Sản xuất","Công nhân","100.00","active","2026-07-22 09:00:25","2026-07-22 09:00:25"
"122159","122162","3293","","Sản xuất","Công nhân","100.00","active","2026-07-22 09:00:25","2026-07-22 09:00:25"
"122168","122171","3371","","Sản xuất","Công nhân","100.00","active","2026-07-22 09:00:25","2026-07-22 09:00:25"
"122180","122183","3632","","Sản xuất","Công nhân","100.00","active","2026-07-22 09:00:25","2026-07-22 09:00:25"
"122185","122188","3671","","Sản xuất","Công nhân","100.00","active","2026-07-22 09:00:25","2026-07-22 09:00:25"
"122198","122201","3843","","Sản xuất","Công nhân","100.00","active","2026-07-22 09:00:25","2026-07-22 09:00:25"
"122202","122205","3863","","Sản xuất","Công nhân","100.00","active","2026-07-22 09:00:25","2026-07-22 09:00:25"
"122239","122242","4081","","Sản xuất","Công nhân","100.00","active","2026-07-22 09:00:25","2026-07-22 09:00:25"
"122253","122256","4132","","Sản xuất","Công nhân","100.00","active","2026-07-22 09:00:25","2026-07-22 09:00:25"
"122272","122275","4277","","Sản xuất","Công nhân","100.00","active","2026-07-22 09:00:25","2026-07-22 09:00:25"
"122364","122367","93","","Sản xuất","Công nhân","100.00","active","2026-07-22 09:00:25","2026-07-22 09:00:25"
"122365","122368","94","","Sản xuất","Công nhân","100.00","active","2026-07-22 09:00:25","2026-07-22 09:00:25"
"122367","122370","96","","Sản xuất","Công nhân","100.00","active","2026-07-22 09:00:25","2026-07-22 09:00:25"
"122603","122607","2643","","Sản xuất","Công nhân","100.00","active","2026-07-22 09:02:22","2026-07-22 09:02:22"
"122605","122609","2747","","Sản xuất","Công nhân","100.00","active","2026-07-22 09:02:22","2026-07-22 09:02:22"
"122607","122611","2763","","Sản xuất","Công nhân","100.00","active","2026-07-22 09:02:22","2026-07-22 09:02:22"
"122609","122613","2798","","Sản xuất","Công nhân","100.00","active","2026-07-22 09:02:22","2026-07-22 09:02:22"
"122614","122618","2856","","Sản xuất","Công nhân","100.00","active","2026-07-22 09:02:22","2026-07-22 09:02:22"
"122626","122630","3130","","Sản xuất","Công nhân","100.00","active","2026-07-22 09:02:22","2026-07-22 09:02:22"
"122627","122631","3135","","Sản xuất","Công nhân","100.00","active","2026-07-22 09:02:22","2026-07-22 09:02:22"
